customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_flag,TenureGroup,NumServices,AutoPay,AvgMonthlySpend
1047-NNCBF,Male,,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.55,1493.55,No,0,13-24 Months,1,1,74.68
3696-XRIEN,Female,,No,No,50,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.5,4179.1,No,0,49-72 Months,6,1,83.58
4081-DYXAV,Female,,No,No,19,No,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),44.85,893.55,Yes,1,13-24 Months,2,1,47.03
0074-HDKDG,Male,,Yes,Yes,25,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),61.6,1611.0,No,0,25-48 Months,4,1,64.44
8791-GFXLZ,Male,,No,No,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.05,593.05,No,0,7-12 Months,2,1,49.42
8111-SLLHI,Male,,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.65,4284.8,Yes,1,25-48 Months,5,0,109.87
0927-LCSMG,Male,,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,74.65,544.55,Yes,1,7-12 Months,2,0,77.79
9330-DHBFL,Female,,Yes,Yes,23,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,66.25,1533.8,No,0,13-24 Months,5,0,66.69
0098-BOWSO,Male,,No,No,27,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,19.4,529.8,No,0,25-48 Months,1,0,19.62
3452-ABWRL,Male,,No,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.05,3865.6,No,0,25-48 Months,2,1,82.25
5859-HZYLF,Male,,Yes,Yes,26,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),19.15,515.75,No,0,25-48 Months,1,1,19.84
8257-RZAHR,Female,,Yes,No,14,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.7,941.0,Yes,1,13-24 Months,3,1,67.21
5293-WXJAK,Female,,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.05,1133.65,Yes,1,7-12 Months,5,1,103.06
3156-QLHBO,Male,,No,Yes,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.25,48.35,No,0,0-6 Months,1,0,24.18
2208-NQBCT,Female,,Yes,Yes,26,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.95,2070.05,No,0,25-48 Months,3,0,79.62
1779-PWPMG,Female,,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.65,8333.95,No,0,49-72 Months,7,1,115.75
6621-NRZAK,Female,,Yes,Yes,63,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.0,1209.25,No,0,49-72 Months,1,1,19.19
0831-JNISG,Male,,Yes,Yes,71,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.8,1396.25,No,0,49-72 Months,1,0,19.67
0774-IFUVM,Male,,Yes,Yes,11,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.15,723.35,No,0,7-12 Months,3,1,65.76
3082-WQRVY,Male,,Yes,No,14,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.65,228.65,No,0,13-24 Months,1,0,16.33
9553-DLCLU,Female,,No,Yes,13,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.95,1161.75,No,0,13-24 Months,7,1,89.37
1641-BYBTK,Male,,No,Yes,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.2,98.35,No,0,0-6 Months,1,0,16.39
2460-NGXBJ,Male,,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.2,775.3,No,0,7-12 Months,1,1,70.48
2446-ZKVAF,Male,,Yes,No,18,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.8,1074.65,No,0,13-24 Months,2,1,59.7
0841-NULXI,Male,,No,No,1,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.55,35.55,Yes,1,0-6 Months,1,0,35.55
3522-CDKHF,Female,,Yes,No,32,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.5,2324.7,No,0,25-48 Months,2,1,72.65
1430-SFQSA,Male,,No,No,29,No,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,35.6,1072.6,No,0,25-48 Months,2,0,36.99
0411-EZJZE,Female,,No,No,3,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.25,170.5,No,0,0-6 Months,2,0,56.83
7851-WZEKY,Female,,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.15,196.9,Yes,1,0-6 Months,3,0,98.45
8844-TONUD,Male,,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,96.65,1162.85,Yes,1,13-24 Months,4,0,89.45
8807-ARQET,Female,,No,No,41,No,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,40.35,1677.85,No,0,25-48 Months,2,0,40.92
8992-CEUEN,Female,,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,18.85,18.85,No,0,0-6 Months,1,0,18.85
4320-QMLLA,Male,,No,No,7,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,54.85,370.4,No,0,7-12 Months,2,0,52.91
8777-PVYGU,Female,,Yes,No,52,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,64.3,3410.6,No,0,49-72 Months,4,0,65.59
8292-ITGYJ,Female,,Yes,Yes,45,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),24.65,1138.8,No,0,25-48 Months,1,1,25.31
6870-ZWMNX,Male,,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),76.1,5264.25,No,0,49-72 Months,5,1,75.2
0621-CXBKL,Female,,No,No,53,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,18.7,1005.7,No,0,49-72 Months,1,0,18.98
5268-DSMNQ,Female,,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),97.95,5936.55,No,0,49-72 Months,4,1,95.75
5334-JLAXU,Female,,Yes,No,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.1,5475.9,No,0,49-72 Months,4,1,91.26
4086-YQSNZ,Female,,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.4,224.05,Yes,1,0-6 Months,2,0,74.68
6242-MBHPK,Female,,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,2326.05,No,0,13-24 Months,4,0,101.13
5868-CZJDR,Male,,No,Yes,1,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.35,31.35,Yes,1,0-6 Months,1,0,31.35
9359-UGBTK,Female,,No,No,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),72.35,4991.5,No,0,49-72 Months,5,1,74.5
0135-NMXAP,Female,,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.75,1052.4,Yes,1,7-12 Months,3,1,87.7
4782-OSFXZ,Female,,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),82.7,5831.2,No,0,49-72 Months,6,1,82.13
6479-OAUSD,Male,,No,No,25,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.9,510.8,No,0,25-48 Months,1,1,20.43
7129-ACFOG,Female,,No,No,5,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.8,283.95,No,0,0-6 Months,2,0,56.79
4189-NAKJS,Male,,No,No,26,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),51.55,1295.4,No,0,25-48 Months,1,1,49.82
5562-BETPV,Male,,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.65,19.65,No,0,0-6 Months,1,0,19.65
1282-IHQAC,Male,,No,No,70,No,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),44.05,3011.65,No,0,49-72 Months,3,1,43.02
9127-FHJBZ,Male,,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,114.0,8093.15,No,0,49-72 Months,7,0,112.4
6270-OMFIW,Male,,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,94.4,5610.25,Yes,1,49-72 Months,4,0,93.5
1641-RQDAY,Female,,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.4,3217.65,No,0,25-48 Months,4,0,100.55
0107-WESLM,Male,,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,19.85,19.85,Yes,1,0-6 Months,1,0,19.85
6994-ORCWG,Female,,No,No,14,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,54.25,773.2,No,0,13-24 Months,2,0,55.23
1346-UFHAX,Female,,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.0,1029.35,No,0,13-24 Months,2,1,79.18
3992-YWPKO,Female,,No,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.9,669.45,Yes,1,0-6 Months,6,1,111.58
2933-XEUJM,Female,,No,No,46,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,79.2,3593.8,No,0,25-48 Months,5,0,78.13
0125-LZQXK,Male,,No,No,15,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,1553.95,Yes,1,13-24 Months,5,0,103.6
5461-QKNTN,Male,,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.3,3953.15,No,0,25-48 Months,4,0,91.93
4835-YSJMR,Male,,No,No,39,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),49.8,1971.15,No,0,25-48 Months,2,1,50.54
8399-YNDCH,Male,,No,No,21,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.05,1236.15,Yes,1,13-24 Months,3,1,58.86
3164-YAXFY,Male,,No,No,57,No,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.75,3196.0,No,0,49-72 Months,4,0,56.07
0887-WBJVH,Female,,Yes,No,53,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,93.45,4872.2,No,0,49-72 Months,4,0,91.93
4660-IRIBM,Male,,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,87.9,1500.5,No,0,13-24 Months,4,0,83.36
5673-FSSMF,Female,,No,No,1,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.15,60.15,Yes,1,0-6 Months,2,0,60.15
7670-ZBPOQ,Female,,Yes,No,58,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),61.05,3478.75,No,0,49-72 Months,3,1,59.98
8089-UZWLX,Female,,No,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),104.05,7413.55,No,0,49-72 Months,4,1,104.42
0080-OROZO,Female,,No,No,35,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,99.25,3532.0,No,0,25-48 Months,5,0,100.91
3916-NRPAP,Male,,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),85.7,256.75,No,0,0-6 Months,3,1,85.58
6807-SIWJI,Male,,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.85,3887.25,No,0,25-48 Months,5,0,102.3
8221-HVAYI,Male,,Yes,Yes,35,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),69.15,2490.15,No,0,25-48 Months,5,1,71.15
1579-KLYDT,Male,,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.45,593.45,Yes,1,7-12 Months,3,0,84.78
5232-NXPAY,Female,,No,No,47,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,74.45,3510.3,No,0,25-48 Months,5,0,74.69
8967-SZQAS,Female,,No,No,14,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.45,765.45,No,0,13-24 Months,2,0,54.68
4468-KAZHE,Female,,Yes,No,20,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.0,1259.35,No,0,13-24 Months,3,0,62.97
0455-ENTCR,Male,,Yes,No,66,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,85.25,5538.35,No,0,49-72 Months,6,0,83.91
8944-AILEF,Male,,Yes,No,15,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),19.45,340.85,No,0,13-24 Months,1,1,22.72
5542-NKVRU,Female,,No,No,42,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.75,844.45,No,0,25-48 Months,1,1,20.11
7126-RBHSD,Female,,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,78.9,1348.95,No,0,13-24 Months,2,0,79.35
5370-IIVVL,Male,,No,No,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.5,3778.0,No,0,25-48 Months,5,1,102.11
6789-HJBWG,Female,,No,No,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.4,611.65,No,0,7-12 Months,2,0,50.97
3927-NLNRY,Male,,Yes,No,53,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.25,4867.95,Yes,1,49-72 Months,4,1,91.85
9087-EYCPR,Female,,No,No,60,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.0,1505.05,No,0,49-72 Months,1,0,25.08
6791-YBNAK,Male,,Yes,Yes,18,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),25.55,467.85,No,0,13-24 Months,0,1,25.99
6358-LYNGM,Male,,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,74.9,Yes,1,0-6 Months,1,0,74.9
6077-BDPXA,Female,,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,194.2,No,0,0-6 Months,1,0,64.73
0013-MHZWF,Female,,No,Yes,9,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.4,571.45,No,0,7-12 Months,4,1,63.49
5494-HECPR,Female,,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.25,80.25,Yes,1,0-6 Months,2,0,80.25
8268-YDIXR,Male,,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,93.15,5253.95,No,0,49-72 Months,4,0,93.82
9824-BEMCV,Male,,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.0,1149.65,Yes,1,13-24 Months,1,0,67.63
1373-ORVIZ,Female,,Yes,Yes,11,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.35,740.8,Yes,1,7-12 Months,3,0,67.35
4291-SHSBH,Male,,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,521.35,No,0,7-12 Months,1,0,74.48
6980-IMXXE,Female,,Yes,Yes,69,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.2,1412.65,No,0,49-72 Months,1,1,20.47
9866-QEVEE,Male,,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.0,1532.45,Yes,1,13-24 Months,2,1,80.66
9897-KXHCM,Female,,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.3,250.05,Yes,1,0-6 Months,2,0,83.35
0040-HALCW,Male,,Yes,Yes,54,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.4,1090.6,No,0,49-72 Months,1,1,20.2
0784-GTUUK,Male,,Yes,No,62,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),23.75,1446.8,No,0,49-72 Months,1,1,23.34
7979-CORPM,Male,,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.55,2282.55,Yes,1,13-24 Months,3,1,95.11
2294-DMMUS,Female,,Yes,Yes,62,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.45,4300.45,No,0,49-72 Months,3,1,69.36
0872-JCPIB,Male,,No,No,17,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),65.75,1111.2,No,0,13-24 Months,3,1,65.36
3055-MJDSB,Male,,No,No,9,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.6,190.1,No,0,7-12 Months,0,0,21.12
9091-WTUUY,Male,,Yes,Yes,64,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,69.25,4447.75,No,0,49-72 Months,5,0,69.5
1618-CFHME,Female,,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.9,143.35,Yes,1,0-6 Months,1,0,71.68
3165-HDOEW,Male,,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,45.85,Yes,1,0-6 Months,1,0,45.85
6581-NQCBA,Female,,Yes,No,16,No,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,49.95,810.2,Yes,1,13-24 Months,3,0,50.64
7115-IRDHS,Female,,Yes,No,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.65,1830.05,No,0,49-72 Months,1,1,25.42
8496-DMZUK,Male,,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),90.4,2820.65,No,0,25-48 Months,4,1,94.02
2040-VZIKE,Female,,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,100.85,4847.35,No,0,49-72 Months,4,0,98.93
9068-VPWQQ,Male,,Yes,No,61,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),75.35,4729.3,No,0,49-72 Months,5,1,77.53
0178-SZBHO,Male,,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,87.2,4017.45,No,0,25-48 Months,3,0,85.48
0384-RVBPI,Male,,No,No,20,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),64.4,1398.6,No,0,13-24 Months,4,1,69.93
1689-MRZQR,Male,,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.3,2564.3,Yes,1,25-48 Months,2,0,75.42
1299-AURJA,Female,,Yes,Yes,70,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.7,1685.9,No,0,49-72 Months,1,1,24.08
4525-VZCZG,Male,,No,Yes,54,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,105.85,5826.65,No,0,49-72 Months,6,0,107.9
1543-LLLFT,Male,,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,98.3,6066.55,No,0,49-72 Months,5,0,99.45
5835-BEQEU,Male,,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.95,228.4,Yes,1,0-6 Months,1,0,76.13
2788-CJQAQ,Male,,No,No,13,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.45,270.2,No,0,13-24 Months,1,0,20.78
5565-FILXA,Female,,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.15,1529.2,Yes,1,13-24 Months,3,0,95.58
0319-QZTCO,Female,,Yes,Yes,3,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.7,168.6,No,0,0-6 Months,3,1,56.2
2120-SMPEX,Male,,No,No,25,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.15,536.35,No,0,25-48 Months,1,0,21.45
0096-FCPUF,Male,,No,No,30,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,64.5,1888.45,No,0,25-48 Months,3,0,62.95
0668-OGMHD,Female,,Yes,No,21,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,28.5,629.35,No,0,13-24 Months,1,0,29.97
5552-ZNFSJ,Male,,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.3,45.3,Yes,1,0-6 Months,1,0,45.3
2223-KAGMX,Female,,No,No,15,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.4,289.3,Yes,1,13-24 Months,1,1,19.29
6507-ZJSUR,Male,,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.45,2117.25,No,0,13-24 Months,3,0,92.05
9408-HRXRK,Female,,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.15,4730.9,No,0,25-48 Months,5,0,105.13
5593-SUAOO,Female,,Yes,Yes,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),83.15,2033.05,No,0,13-24 Months,3,1,84.71
7321-PKUYW,Female,,No,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,90.15,987.95,Yes,1,7-12 Months,3,0,89.81
2833-SLKDQ,Male,,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.05,45.05,Yes,1,0-6 Months,1,0,45.05
6766-HFKLA,Female,,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),103.2,5744.35,No,0,49-72 Months,5,1,102.58
7595-EUIVN,Female,,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.8,75.8,Yes,1,0-6 Months,2,0,75.8
7617-EYGLW,Male,,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.45,19.45,No,0,0-6 Months,1,0,19.45
2026-TGDHM,Female,,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.3,523.15,Yes,1,7-12 Months,2,0,74.74
9220-ZNKJI,Female,,Yes,No,55,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),88.8,4805.3,No,0,49-72 Months,4,1,87.37
4030-VPZBD,Female,,No,No,2,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,30.9,59.05,Yes,1,0-6 Months,1,0,29.52
2226-ICFDO,Female,,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.9,6110.75,No,0,49-72 Months,6,1,84.87
0723-VSOBE,Female,,No,No,45,No,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,34.2,1596.6,No,0,25-48 Months,1,0,35.48
5529-GIBVH,Female,,No,No,47,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.15,1046.2,No,0,25-48 Months,1,0,22.26
4187-CINZD,Female,,No,No,46,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),95.25,4424.2,Yes,1,25-48 Months,4,1,96.18
9992-UJOEL,Male,,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.3,92.75,No,0,0-6 Months,2,0,46.38
4741-WWJQZ,Female,,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.15,194.55,No,0,0-6 Months,3,0,97.28
6625-UTXEW,Female,,Yes,No,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,51.25,612.1,No,0,7-12 Months,2,0,51.01
6818-WOBHJ,Female,,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.6,6127.6,Yes,1,49-72 Months,3,1,90.11
6244-BESBM,Male,,Yes,Yes,69,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2,6671.7,No,0,49-72 Months,4,1,96.69
1004-NOZNR,Male,,No,Yes,56,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),94.8,5264.3,No,0,49-72 Months,4,1,94.01
1251-STYSZ,Female,,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,303.7,No,0,0-6 Months,2,0,75.92
2612-PHGOX,Male,,Yes,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),76.1,4818.8,No,0,49-72 Months,5,1,75.29
2408-TZMJL,Male,,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.15,6448.05,Yes,1,49-72 Months,6,0,109.29
